Latitude	Longitude	Elevation
47.50806000	-121.992870	622.0
47.50807000	-121.992900	622.0
47.50809000	-121.992950	622.0
47.50809000	-121.993010	620.0
47.50810000	-121.993050	620.0
47.50810000	-121.993090	619.0
47.50811000	-121.993130	619.0
47.50812000	-121.993170	619.0
47.50814000	-121.993210	619.0
47.50817000	-121.993250	621.0
47.50819000	-121.993280	621.0
47.50819000	-121.993330	620.0
47.50819000	-121.993390	619.0
47.50819000	-121.993430	618.0
47.50821000	-121.993480	618.0
47.50823000	-121.993520	619.0
47.50825000	-121.993550	619.0
47.50828000	-121.993580	621.0
47.50831000	-121.993600	622.0
47.50833000	-121.993630	623.0
47.50834000	-121.993680	622.0
47.50836000	-121.993720	623.0
47.50837000	-121.993760	623.0
47.50839000	-121.993800	623.0
47.50841000	-121.993840	623.0
47.50841000	-121.993900	622.0
47.50841000	-121.993950	621.0
47.50842000	-121.993990	620.0
47.50844000	-121.994040	620.0
47.50846000	-121.994070	620.0
47.50848000	-121.994110	620.0
47.50849000	-121.994160	619.0
47.50850000	-121.994200	619.0
47.50852000	-121.994240	618.0
47.50854000	-121.994280	618.0
47.50855000	-121.994320	617.0
47.50857000	-121.994370	617.0
47.50859000	-121.994410	617.0
47.50861000	-121.994460	616.0
47.50864000	-121.994500	616.0
47.50866000	-121.994530	616.0
47.50867000	-121.994560	616.0
47.50869000	-121.994610	615.0
47.50871000	-121.994650	615.0
47.50873000	-121.994680	615.0
47.50875000	-121.994730	614.0
47.50877000	-121.994770	614.0
47.50880000	-121.994800	614.0
47.50884000	-121.994830	615.0
47.50886000	-121.994860	615.0
47.50889000	-121.994900	615.0
47.50891000	-121.994930	616.0
47.50893000	-121.994960	616.0
47.50895000	-121.994990	616.0
47.50897000	-121.995030	616.0
47.50899000	-121.995070	616.0
47.50900000	-121.995110	615.0
47.50903000	-121.995120	616.0
47.50906000	-121.995160	617.0
47.50908000	-121.995180	618.0
47.50912000	-121.995190	619.0
47.50915000	-121.995200	621.0
47.50918000	-121.995210	622.0
47.50921000	-121.995230	622.0
47.50923000	-121.995250	622.0
47.50926000	-121.995270	623.0
47.50929000	-121.995300	623.0
47.50932000	-121.995310	623.0
47.50935000	-121.995330	624.0
47.50938000	-121.995370	624.0
47.50940000	-121.995410	624.0
47.50943000	-121.995420	625.0
47.50946000	-121.995430	625.0
47.50949000	-121.995440	625.0
47.50952000	-121.995460	625.0
47.50955000	-121.995460	625.0
47.50957000	-121.995440	625.0
47.50960000	-121.995410	625.0
47.50962000	-121.995390	626.0
47.50965000	-121.995360	626.0
47.50968000	-121.995340	627.0
47.50971000	-121.995330	627.0
47.50974000	-121.995330	627.0
47.50978000	-121.995310	626.0
47.50981000	-121.995290	626.0
47.50983000	-121.995270	626.0
47.50986000	-121.995250	626.0
# new track		
47.51290000	-121.996110	611.0
47.51292000	-121.996100	612.0
47.51295000	-121.996080	612.0
47.51298000	-121.996060	613.0
47.51301000	-121.996040	614.0
47.51304000	-121.996000	614.0
# new track		
47.51727000	-121.999120	425.0
47.51729000	-121.999090	425.0
47.51731000	-121.999060	424.0
47.51733000	-121.999030	424.0
47.51735000	-121.998990	424.0
47.51737000	-121.998960	424.0
# new track		
47.51744000	-121.998660	423.0
47.51746000	-121.998620	423.0
47.51748000	-121.998580	422.0
# new track		
47.51753000	-121.998470	419.0
47.51753000	-121.998430	419.0
47.51754000	-121.998380	419.0
47.51755000	-121.998340	419.0
47.51756000	-121.998300	419.0
47.51757000	-121.998250	419.0
47.51758000	-121.998200	419.0
47.51758000	-121.998160	420.0
47.51759000	-121.998110	420.0
47.51761000	-121.998080	420.0
47.51764000	-121.998060	418.0
47.51766000	-121.998060	417.0
47.51770000	-121.998060	415.0
47.51772000	-121.998100	414.0
47.51774000	-121.998140	412.0
47.51777000	-121.998150	410.0
47.51780000	-121.998160	408.0
47.51781000	-121.998200	407.0
47.51783000	-121.998250	404.0
47.51784000	-121.998290	403.0
47.51784000	-121.998340	402.0
47.51785000	-121.998380	401.0
47.51785000	-121.998420	400.0
47.51787000	-121.998460	398.0
47.51787000	-121.998500	397.0
47.51787000	-121.998560	396.0
47.51787000	-121.998600	396.0
47.51788000	-121.998640	395.0
47.51790000	-121.998670	393.0
47.51792000	-121.998700	391.0
47.51794000	-121.998740	389.0
47.51794000	-121.998790	389.0
47.51794000	-121.998840	388.0
47.51795000	-121.998870	387.0
47.51796000	-121.998920	386.0
47.51796000	-121.998960	385.0
47.51793000	-121.999000	387.0
47.51792000	-121.999050	387.0
47.51790000	-121.999090	388.0
47.51790000	-121.999140	388.0
47.51788000	-121.999180	389.0
47.51788000	-121.999220	388.0
47.51790000	-121.999260	386.0
47.51789000	-121.999320	386.0
47.51788000	-121.999360	386.0
47.51787000	-121.999410	386.0
47.51788000	-121.999460	385.0
47.51788000	-121.999500	384.0
47.51787000	-121.999550	383.0
47.51787000	-121.999590	382.0
47.51787000	-121.999630	381.0
47.51788000	-121.999690	380.0
47.51787000	-121.999730	379.0
47.51787000	-121.999780	378.0
47.51786000	-121.999820	377.0
47.51786000	-121.999880	376.0
47.51784000	-121.999910	376.0
47.51783000	-121.999950	376.0
47.51782000	-122.000000	1967.0
47.51781000	-122.000040	374.0
47.51779000	-122.000070	375.0
47.51776000	-122.000080	376.0
47.51779000	-122.000060	375.0
47.51781000	-122.000010	375.0
47.51783000	-121.999970	375.0
47.51785000	-121.999930	375.0
47.51787000	-121.999910	374.0
47.51790000	-121.999880	373.0
47.51793000	-121.999860	371.0
47.51796000	-121.999840	370.0
47.51798000	-121.999820	369.0
47.51800000	-121.999790	368.0
47.51801000	-121.999730	369.0
47.51803000	-121.999680	368.0
47.51806000	-121.999640	367.0
47.51808000	-121.999620	366.0
47.51810000	-121.999590	365.0
47.51811000	-121.999550	366.0
47.51811000	-121.999510	367.0
47.51810000	-121.999470	368.0
47.51809000	-121.999410	370.0
47.51808000	-121.999350	371.0
47.51808000	-121.999310	372.0
47.51809000	-121.999270	372.0
47.51809000	-121.999220	373.0
47.51809000	-121.999180	374.0
47.51809000	-121.999130	374.0
47.51809000	-121.999080	375.0
47.51810000	-121.999030	375.0
47.51812000	-121.999000	375.0
47.51814000	-121.998950	375.0
47.51815000	-121.998910	375.0
47.51816000	-121.998870	375.0
47.51819000	-121.998840	374.0
47.51821000	-121.998810	374.0
47.51823000	-121.998770	373.0
47.51825000	-121.998720	373.0
47.51826000	-121.998670	374.0
47.51827000	-121.998620	374.0
47.51828000	-121.998580	374.0
47.51829000	-121.998520	374.0
47.51830000	-121.998480	375.0
47.51831000	-121.998440	374.0
47.51831000	-121.998390	375.0
47.51830000	-121.998340	376.0
47.51828000	-121.998310	378.0
47.51826000	-121.998280	379.0
47.51824000	-121.998240	381.0
47.51823000	-121.998200	382.0
47.51824000	-121.998160	382.0
47.51827000	-121.998160	380.0
47.51830000	-121.998170	378.0
47.51832000	-121.998130	378.0
47.51834000	-121.998090	377.0
47.51837000	-121.998050	375.0
47.51840000	-121.998020	374.0
47.51841000	-121.997970	374.0
47.51842000	-121.997930	374.0
47.51844000	-121.997890	374.0
47.51846000	-121.997860	373.0
47.51848000	-121.997830	373.0
47.51851000	-121.997780	372.0
47.51852000	-121.997730	372.0
47.51853000	-121.997690	373.0
47.51853000	-121.997640	374.0
47.51853000	-121.997600	375.0
47.51855000	-121.997560	375.0
47.51858000	-121.997560	372.0
47.51861000	-121.997590	369.0
47.51864000	-121.997620	367.0
47.51865000	-121.997660	365.0
47.51866000	-121.997710	363.0
47.51867000	-121.997750	362.0
47.51869000	-121.997810	360.0
47.51871000	-121.997850	358.0
47.51873000	-121.997880	357.0
47.51874000	-121.997920	356.0
47.51874000	-121.997970	355.0
47.51876000	-121.998010	354.0
47.51877000	-121.998050	353.0
47.51879000	-121.998090	351.0
47.51880000	-121.998130	350.0
47.51883000	-121.998100	350.0
47.51885000	-121.998050	350.0
47.51885000	-121.998010	351.0
47.51887000	-121.997970	351.0
47.51888000	-121.997930	351.0
47.51891000	-121.997900	351.0
47.51893000	-121.997860	351.0
47.51895000	-121.997810	351.0
47.51897000	-121.997780	351.0
47.51900000	-121.997780	350.0
47.51903000	-121.997760	349.0
47.51904000	-121.997730	349.0
47.51907000	-121.997700	349.0
47.51909000	-121.997660	349.0
47.51911000	-121.997620	349.0
47.51914000	-121.997610	348.0
47.51917000	-121.997630	347.0
47.51920000	-121.997640	345.0
47.51923000	-121.997630	344.0
47.51926000	-121.997640	343.0
47.51928000	-121.997650	342.0
47.51932000	-121.997670	340.0
47.51934000	-121.997680	340.0
47.51937000	-121.997700	338.0
47.51940000	-121.997720	337.0
47.51943000	-121.997720	336.0
47.51946000	-121.997720	335.0
47.51949000	-121.997700	334.0
47.51949000	-121.997640	335.0
47.51948000	-121.997590	336.0
47.51946000	-121.997560	337.0
47.51944000	-121.997520	338.0
47.51943000	-121.997480	339.0
47.51945000	-121.997440	339.0
47.51946000	-121.997400	339.0
47.51947000	-121.997360	339.0
47.51949000	-121.997320	339.0
47.51952000	-121.997300	337.0
47.51954000	-121.997280	337.0
47.51956000	-121.997250	336.0
47.51958000	-121.997210	336.0
47.51962000	-121.997190	334.0
47.51965000	-121.997170	333.0
47.51968000	-121.997160	332.0
47.51972000	-121.997150	330.0
47.51974000	-121.997130	329.0
47.51977000	-121.997080	328.0
47.51980000	-121.997050	327.0
47.51982000	-121.997030	326.0
47.51985000	-121.997020	325.0
47.51989000	-121.997030	324.0
47.51991000	-121.997050	323.0
47.51994000	-121.997060	322.0
47.51997000	-121.997060	321.0
47.52000000	-121.997050	319.0
47.52003000	-121.997040	319.0
47.52006000	-121.997010	318.0
47.52009000	-121.996980	317.0
47.52013000	-121.996970	316.0
47.52016000	-121.996980	316.0
47.52019000	-121.996990	315.0
47.52022000	-121.997000	314.0
47.52024000	-121.997020	314.0
47.52026000	-121.997070	313.0
47.52027000	-121.997130	313.0
47.52028000	-121.997180	313.0
47.52028000	-121.997220	313.0
47.52029000	-121.997270	313.0
47.52031000	-121.997330	312.0
47.52032000	-121.997370	311.0
47.52034000	-121.997410	311.0
47.52035000	-121.997450	310.0
47.52035000	-121.997490	310.0
47.52035000	-121.997540	310.0
47.52036000	-121.997590	309.0
47.52038000	-121.997640	308.0
47.52040000	-121.997670	307.0
47.52042000	-121.997710	306.0
47.52043000	-121.997760	306.0
47.52044000	-121.997810	305.0
47.52045000	-121.997850	304.0
47.52045000	-121.997900	304.0
47.52046000	-121.997940	304.0
47.52047000	-121.997980	303.0
47.52048000	-121.998020	303.0
47.52049000	-121.998080	302.0
47.52051000	-121.998120	301.0
47.52051000	-121.998160	301.0
47.52051000	-121.998210	300.0
47.52052000	-121.998250	300.0
47.52052000	-121.998290	300.0
47.52054000	-121.998340	299.0
47.52056000	-121.998380	298.0
47.52058000	-121.998410	297.0
47.52060000	-121.998440	297.0
47.52062000	-121.998480	296.0
47.52065000	-121.998490	295.0
47.52069000	-121.998490	294.0
47.52073000	-121.998470	294.0
47.52076000	-121.998450	294.0
47.52079000	-121.998430	293.0
47.52080000	-121.998390	293.0
47.52082000	-121.998350	294.0
47.52083000	-121.998310	294.0
47.52084000	-121.998260	293.0
47.52086000	-121.998230	293.0
47.52088000	-121.998200	292.0
47.52090000	-121.998170	292.0
47.52094000	-121.998160	291.0
47.52097000	-121.998170	290.0
47.52100000	-121.998240	289.0
47.52102000	-121.998290	288.0
47.52105000	-121.998350	286.0
47.52107000	-121.998390	285.0
47.52109000	-121.998440	284.0
47.52112000	-121.998490	283.0
47.52114000	-121.998520	282.0
47.52115000	-121.998570	281.0
47.52116000	-121.998610	281.0
47.52118000	-121.998620	280.0
47.52121000	-121.998610	280.0
47.52123000	-121.998570	280.0
47.52124000	-121.998530	280.0
47.52125000	-121.998500	280.0
47.52127000	-121.998460	280.0
47.52129000	-121.998420	280.0
47.52131000	-121.998390	280.0
47.52133000	-121.998350	280.0
47.52134000	-121.998310	280.0
47.52137000	-121.998280	279.0
47.52139000	-121.998260	278.0
47.52142000	-121.998240	278.0
47.52145000	-121.998220	277.0
47.52148000	-121.998210	276.0
47.52152000	-121.998190	275.0
47.52155000	-121.998180	275.0
47.52158000	-121.998170	274.0
47.52161000	-121.998160	274.0
47.52164000	-121.998140	273.0
47.52167000	-121.998110	272.0
47.52169000	-121.998080	272.0
47.52172000	-121.998060	270.0
47.52176000	-121.998050	269.0
47.52180000	-121.998050	267.0
47.52183000	-121.998040	266.0
47.52186000	-121.998040	265.0
47.52190000	-121.998040	263.0
47.52193000	-121.998040	262.0
47.52195000	-121.998030	262.0
47.52199000	-121.998040	260.0
47.52202000	-121.998050	260.0
47.52204000	-121.998060	259.0
47.52208000	-121.998070	258.0
47.52211000	-121.998090	257.0
47.52214000	-121.998100	257.0
47.52218000	-121.998100	256.0
47.52220000	-121.998110	255.0
47.52224000	-121.998110	255.0
47.52227000	-121.998100	254.0
47.52230000	-121.998100	254.0
47.52232000	-121.998130	254.0
47.52235000	-121.998150	254.0
47.52238000	-121.998160	254.0
47.52241000	-121.998160	253.0
47.52245000	-121.998170	253.0
47.52249000	-121.998190	253.0
47.52252000	-121.998240	252.0
47.52253000	-121.998280	251.0
47.52255000	-121.998320	251.0
47.52256000	-121.998360	250.0
47.52256000	-121.998410	250.0
47.52257000	-121.998450	250.0
47.52257000	-121.998490	250.0
47.52258000	-121.998540	250.0
47.52260000	-121.998580	249.0
47.52262000	-121.998620	249.0
47.52264000	-121.998650	248.0
47.52267000	-121.998670	247.0
47.52268000	-121.998710	247.0
47.52270000	-121.998750	246.0
47.52272000	-121.998800	245.0
47.52275000	-121.998830	244.0
47.52278000	-121.998840	243.0
47.52281000	-121.998820	243.0
47.52285000	-121.998820	242.0
47.52290000	-121.998790	241.0
47.52292000	-121.998750	241.0
47.52295000	-121.998700	241.0
47.52296000	-121.998640	241.0
47.52298000	-121.998590	241.0
47.52300000	-121.998530	241.0
47.52302000	-121.998500	240.0
47.52305000	-121.998470	240.0
47.52307000	-121.998450	240.0
47.52311000	-121.998440	240.0
47.52315000	-121.998440	239.0
47.52318000	-121.998450	239.0
47.52321000	-121.998480	238.0
47.52323000	-121.998520	238.0
47.52325000	-121.998560	237.0
47.52328000	-121.998590	236.0
47.52330000	-121.998610	236.0
47.52333000	-121.998620	235.0
47.52336000	-121.998590	235.0
47.52339000	-121.998580	235.0
47.52342000	-121.998590	235.0
47.52345000	-121.998600	234.0
47.52348000	-121.998600	234.0
47.52352000	-121.998610	233.0
47.52355000	-121.998620	232.0
47.52356000	-121.998660	232.0
47.52357000	-121.998700	231.0
47.52357000	-121.998740	231.0
47.52357000	-121.998790	230.0
47.52358000	-121.998840	230.0
47.52359000	-121.998880	229.0
47.52363000	-121.998900	228.0
47.52366000	-121.998910	228.0
47.52370000	-121.998910	227.0
47.52373000	-121.998910	227.0
47.52375000	-121.998940	226.0
47.52377000	-121.998990	225.0
47.52378000	-121.999040	224.0
47.52380000	-121.999070	224.0
47.52383000	-121.999070	223.0
47.52385000	-121.999040	223.0
47.52387000	-121.999010	223.0
47.52391000	-121.998970	223.0
47.52394000	-121.998950	223.0
47.52398000	-121.998970	222.0
47.52401000	-121.998980	221.0
47.52404000	-121.998970	221.0
47.52407000	-121.998950	220.0
47.52410000	-121.998950	219.0
47.52413000	-121.998980	219.0
47.52416000	-121.999010	218.0
47.52420000	-121.999050	217.0
47.52422000	-121.999080	216.0
47.52425000	-121.999110	215.0
47.52428000	-121.999150	215.0
47.52430000	-121.999190	214.0
47.52431000	-121.999230	213.0
47.52434000	-121.999240	213.0
47.52437000	-121.999240	212.0
47.52440000	-121.999250	212.0
47.52443000	-121.999270	211.0
47.52445000	-121.999300	211.0
47.52447000	-121.999330	210.0
47.52450000	-121.999380	210.0
47.52452000	-121.999420	209.0
47.52454000	-121.999470	209.0
47.52457000	-121.999500	209.0
47.52461000	-121.999520	208.0
47.52464000	-121.999550	208.0
47.52466000	-121.999570	207.0
47.52469000	-121.999600	206.0
47.52471000	-121.999640	206.0
47.52473000	-121.999660	205.0
47.52476000	-121.999690	204.0
47.52478000	-121.999710	204.0
47.52481000	-121.999700	204.0
47.52485000	-121.999670	203.0
47.52488000	-121.999660	203.0
47.52492000	-121.999650	203.0
47.52494000	-121.999620	203.0
47.52496000	-121.999590	203.0
47.52499000	-121.999580	203.0
47.52502000	-121.999600	202.0
47.52506000	-121.999620	202.0
47.52508000	-121.999630	201.0
47.52512000	-121.999640	201.0
47.52516000	-121.999630	201.0
47.52518000	-121.999600	202.0
47.52520000	-121.999560	202.0
47.52522000	-121.999520	203.0
47.52525000	-121.999500	203.0
47.52527000	-121.999470	203.0
47.52530000	-121.999450	203.0
47.52533000	-121.999440	203.0
47.52535000	-121.999410	204.0
47.52537000	-121.999370	205.0
47.52538000	-121.999340	205.0
47.52541000	-121.999300	205.0
47.52544000	-121.999290	205.0
47.52547000	-121.999290	205.0
47.52551000	-121.999280	205.0
47.52554000	-121.999270	205.0
47.52557000	-121.999250	204.0
47.52560000	-121.999220	204.0
47.52563000	-121.999200	203.0
47.52566000	-121.999190	203.0
47.52569000	-121.999180	202.0
47.52572000	-121.999170	201.0
47.52576000	-121.999150	200.0
47.52579000	-121.999130	200.0
47.52582000	-121.999110	199.0
47.52586000	-121.999090	199.0
47.52589000	-121.999060	199.0
47.52592000	-121.999040	198.0
47.52595000	-121.999040	198.0
47.52598000	-121.999020	197.0
47.52601000	-121.999000	197.0
47.52604000	-121.998980	196.0
47.52607000	-121.998960	196.0
47.52610000	-121.998930	195.0
47.52613000	-121.998910	195.0
47.52616000	-121.998900	195.0
47.52619000	-121.998890	194.0
47.52623000	-121.998870	194.0
47.52626000	-121.998860	193.0
47.52628000	-121.998860	193.0
47.52631000	-121.998850	192.0
47.52635000	-121.998840	191.0
47.52638000	-121.998810	191.0
47.52641000	-121.998780	191.0
47.52644000	-121.998770	190.0
47.52648000	-121.998760	190.0
47.52651000	-121.998760	189.0
47.52655000	-121.998770	189.0
47.52659000	-121.998780	188.0
47.52663000	-121.998800	188.0
47.52667000	-121.998800	187.0
47.52671000	-121.998810	187.0
47.52674000	-121.998810	186.0
47.52678000	-121.998780	185.0
47.52681000	-121.998750	185.0
47.52683000	-121.998720	185.0
47.52686000	-121.998690	184.0
47.52688000	-121.998670	184.0
47.52691000	-121.998660	183.0
47.52694000	-121.998690	183.0
# new track		
47.52750000	-121.998440	175.0
47.52752000	-121.998400	175.0
47.52754000	-121.998360	175.0
47.52755000	-121.998330	175.0
47.52756000	-121.998270	175.0
47.52757000	-121.998230	176.0
47.52757000	-121.998190	176.0
47.52758000	-121.998130	176.0
47.52758000	-121.998080	177.0
47.52759000	-121.998010	177.0
47.52759000	-121.997960	178.0
47.52759000	-121.997910	178.0
47.52761000	-121.997860	178.0
# new track
47.52767000	-121.997630	180.0
47.52770000	-121.997600	179.0
47.52773000	-121.997560	179.0
47.52775000	-121.997520	179.0
47.52777000	-121.997490	179.0
47.52779000	-121.997450	179.0
47.52780000	-121.997400	179.0
47.52780000	-121.997360	179.0
47.52781000	-121.997310	179.0